"gene_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","name","F0hPC1","F0hPC2","F0hPC3","F0hPP1","F0hPP2","F0hPP3"
"ENSMUSG00000024560",743.976397980997,-0.111633420827278,0.098325431287549,-1.13534636324971,0.256230223529548,0.66170358714338,"Cxxc1","CXXC finger protein 1",990.357411528659,930.969853285016,715.958291923375,886.189609471489,789.421434444315,706.213627789835
"ENSMUSG00000024561",135.413725593679,-0.0678876962521587,0.41259706802797,-0.164537514957708,0.869308016497534,0.977052233902412,"Mbd1","methyl-CpG binding domain protein 1",153.852493919614,156.360424967347,123.817334267616,187.159427198319,100.865764585945,98.7454378637005
"ENSMUSG00000024563",519.975641325966,0.0273973747741464,0.0993356463721464,0.275806075409287,0.782697017141657,0.952842758888595,"Smad2","SMAD family member 2",737.311833463519,637.767149196657,402.339090642658,571.018523145506,434.090965855252,389.801299902752
"ENSMUSG00000024566",60.0351268037792,0.0729769513700583,0.463262552448652,0.157528276318313,0.874828524807275,0.978850830809957,"Atp9b","ATPase, class II, type 9B",128.397945796953,84.0414423991084,59.8736238055545,77.0875380553604,85.1888099373124,52.266864879615
"ENSMUSG00000024570",536.526302000761,-0.188933862213515,0.120647013784887,-1.56600529334595,0.117347377941588,0.46451599265872,"Rbfa","ribosome binding factor A",622.683025277438,577.253402872196,423.801050605712,571.125375590386,515.668663758741,454.132437946294
"ENSMUSG00000024571",1459.39627896547,-0.0235676656580782,0.124632279912588,-0.189097605167839,0.850016318425368,0.971424974967098,"Naa12","N(alpha)-acetyltransferase 12, NatA catalytic subunit",2089.85111700791,1987.17239505362,1530.65958045671,1732.67179901019,1711.80408803915,1352.28286196798
"ENSMUSG00000024575",73.9312216386013,-0.603329160178789,0.41932125908657,-1.43882321037825,0.150200618482965,0.524105372307874,"Pde6a","phosphodiesterase 6A, cGMP-specific, rod, alpha",50.7457154946066,91.4719161455538,104.841179769463,147.188149045139,101.815601225404,87.1954690863974
"ENSMUSG00000024576",2259.91855465325,0.230114850752126,0.114469984767643,2.01026366186057,0.0444032906882206,0.275077767383294,"Csnk1a1","casein kinase 1, alpha 1",2790,3362,2358,2028,2039,2222
"ENSMUSG00000024579",23.5502188935975,1.11320815699495,0.606925752604694,1.83417518900373,0.0666279931400226,0.349345359709415,"Pcyox1l","prenylcysteine oxidase 1 like",32.6937332607705,27,37.5792633263229,8,11,15.2403330023782
"ENSMUSG00000024580",945.451931114875,0.539444276738894,0.301413956721622,1.78971233650308,0.0735001681515099,0.365828513171857,"Grpel2","GrpE-like 2, mitochondrial",813.237817915526,783.813663719919,550.038995205995,465.27881966287,424.855423654613,341.781287102189
"ENSMUSG00000024581",395.864067768474,0.0149598845499544,0.198161173704493,0.0754935200992664,0.939822053037483,0.990481249322216,"Napg","N-ethylmaleimide sensitive fusion protein attachment protein gamma",506.694276645741,450.798294013222,322.215842622435,375,376.945079696697,320.6982276772
"ENSMUSG00000024583",1061.02433389543,0.204954824521044,0.124931523841249,1.64053729770783,0.100893500043024,0.434880225980317,"Txnl1","thioredoxin-like 1",1655.96285298182,1774.26101204346,1348.72946539043,1188.02042300329,1265.81913334413,1013.94216205445
"ENSMUSG00000024587",541.479098019155,-0.60943213549242,0.342768487485697,-1.77797013944536,0.0754087592820685,0.370764363986707,"Nars1","asparaginyl-tRNA synthetase 1",568.375778858972,789.610599792456,474.135826185524,1112.98039717561,493.218739717206,734.039991579565
"ENSMUSG00000024588",473.78853135028,0.296011914720771,0.382161485997689,0.774572858769344,0.438592100281348,0.807282691895727,"Fech","ferrochelatase",834.155472688777,916.04024232868,825.361950677148,609.912191175139,567.901212663101,591.553995222535
"ENSMUSG00000024589",521.543939126841,-0.799980588080818,0.234820919099946,-3.40676883110369,0.00065736777828991,0.0135160487419115,"Nedd4l","neural precursor cell expressed, developmentally down-regulated gene 4-like",345.306879104013,595.43400808893,389.022374397302,686.42388341175,627.973664715255,578.204176752029
"ENSMUSG00000024590",94.4272754820748,0.168138387267346,0.25210139537997,0.666947467759651,0.504805689189108,0.843716434761273,"Lmnb1","lamin B1",157,160,83,97,55,96
"ENSMUSG00000024592",212.126780810819,0.469653080899939,0.163898019556056,2.86552017023799,0.00416324749922721,0.0564003803347085,"C330018D20Rik","RIKEN cDNA C330018D20 gene",291,356,254,238,150,170
"ENSMUSG00000024593",1.7114369744598,0.232687182474924,1.41596786812614,0.164330835263132,0.869470708616225,NA,"Megf10","multiple EGF-like-domains 10",2,3,1,6,1,0
"ENSMUSG00000024594",593.019139077422,0.18378963857528,0.176104702084591,1.04363845144235,0.296652695840048,0.698209920235248,"Prrc1","proline-rich coiled-coil 1",953.235496638501,871.186796587561,555.538511707775,769.961944786189,566.929422990557,414.234947009815
"ENSMUSG00000024597",345.051276737336,-0.0562094711672072,0.184828448524943,-0.304116988568573,0.761038764444738,0.945705387849295,"Slc12a2","solute carrier family 12, member 2",376,489,238,324,325,290
"ENSMUSG00000024598",0.518083948463862,-1.04325269414346,3.12374665119604,-0.333974809943056,0.738398567129527,NA,"Fbn2","fibrillin 2",0,1.00483845466198,0,2,0,0
"ENSMUSG00000024601",2069.13379524471,0.0899498876986763,0.086021013097122,1.0456734286205,0.295711834730671,0.697584584436213,"Isoc1","isochorismatase domain containing 1",2722.71435050156,3008.59591536141,2103.59138614609,2086.67697591109,2049.91470096004,1978.53739528022
"ENSMUSG00000024603",424.891101310466,0.207739048230907,0.165080583606927,1.25840994556667,0.208243536914648,0.610725660788804,"Dctn4","dynactin 4",606.495544977175,533.696102033649,389.251904525416,463.483971389759,370.862156668796,276.416066157545
"ENSMUSG00000024604",318.165459918213,0.295185310775242,0.169621214291087,1.74026174738187,0.0818130676395079,0.388662804149757,"Rbm22","RNA binding motif protein 22",404.005401433697,437.007269235501,288,292,256.004890722483,225.022264515319
"ENSMUSG00000024608",6286.22217869329,-0.109689751227981,0.188204986488815,-0.582820642929671,0.56001404693429,0.868025025240001,"Rps14","ribosomal protein S14",7114.75662979649,6944.33792713143,4560.98400761343,7099.49760257406,5650.24245197813,3993.49974504325
"ENSMUSG00000024610",35.689688420264,-0.301779032811775,0.739934957767712,-0.407845351329532,0.683387215912161,0.918340282893442,"Cd74","CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)",82,17,19.1780510749769,69,39.5326917744787,18.3121426099033
"ENSMUSG00000024613",126.164357207161,-0.0216600004669839,0.18661413493537,-0.116068380749858,0.907598347913774,0.985725632501974,"Tcof1","treacle ribosome biogenesis factor 1",165,184,129,126,127,150
"ENSMUSG00000024614",325.897229898816,-0.0811957766577976,0.117965228645522,-0.688302626037251,0.491262228367669,0.836951752760497,"Tmx3","thioredoxin-related transmembrane protein 3",389.183988494354,428.237676626386,235.374897331455,339.635796087788,305.569502561595,273.080379033576
"ENSMUSG00000024617",3.5360532761159,0.534762998202467,1.16376183395508,0.459512404170413,0.64586624655812,0.904806725820418,"Camk2a","calcium/calmodulin-dependent protein kinase II alpha",4.00041769653479,1.00004062212569,4,4.0003420731505,5.00013479531414,1.02819774820974
"ENSMUSG00000024620",3.86157072310272,0.609006782483681,0.926781651002224,0.657120025871358,0.511103743279407,0.846910263295717,"Pdgfrb","platelet derived growth factor receptor, beta polypeptide",12,5,2,3,4,3
"ENSMUSG00000024621",25.971730401602,-0.0687622286571683,0.715589628628213,-0.096091706623789,0.923447737982845,0.988646230394985,"Csf1r","colony stimulating factor 1 receptor",35.6746163597525,15.9126620238772,21.8236613079019,38.8264600030303,12.0161053168231,15.9189496599327
"ENSMUSG00000024622",112.929101589579,-0.25701388101834,0.267024461503842,-0.962510623824037,0.335793169205948,0.730966402917483,"Hmgxb3","HMG box domain containing 3",172.582385385862,119.11496621704,49.6790823992864,113.295270200069,97.7400903798169,116.810991140392
"ENSMUSG00000024639",430.385654518933,0.220642264920467,0.200491886413575,1.10050470803255,0.271112279446368,0.676569990857563,"Gnaq","guanine nucleotide binding protein, alpha q polypeptide",511,542,309,410,343,294
"ENSMUSG00000024640",85.5748991602134,-0.0649617908751235,0.348836927236011,-0.186223951087531,0.852269142222368,0.972060948562706,"Psat1","phosphoserine aminotransferase 1",91,124,72,77,79,100
"ENSMUSG00000024642",225.444548524305,-2.02517523302539,0.223606077065318,-9.05688816513609,1.34225105365386e-19,1.27935700428265e-16,"Tle4","transducin-like enhancer of split 4",113.78551639305,116,82,400,385,278
"ENSMUSG00000024644",891.963765233265,0.089655807172237,0.113171685637072,0.792210584012613,0.428237898222444,0.800600308541827,"Cndp2","CNDP dipeptidase 2",1207.52523724908,1279.77475918546,1082.45104267701,902.689014960177,1085.54379410673,829.965843296258
"ENSMUSG00000024645",185.256717860374,0.226211798872818,0.197851457540425,1.14334158405984,0.252896796007219,0.658497720909543,"Timm21","translocase of inner mitochondrial membrane 21",247.726745681451,239.35564300407,182.105265173994,169.685004963816,188.391094486995,121.293579622881
"ENSMUSG00000024646",15015.2294730357,0.90096360354316,0.156830505996686,5.74482367328583,9.20168222378287e-09,7.77134478444042e-07,"Cyb5a","cytochrome b5 type A (microsomal)",27160.4988946074,27943.1517729138,19627.217810792,13607.8941965392,10892.430329819,8988.78108657685
"ENSMUSG00000024647",0.80460477562106,-0.249653976535281,2.09329388658533,-0.119263701162634,0.905066440473301,NA,"Cbln2","cerebellin 2 precursor protein",1,0,0,0,0,1
"ENSMUSG00000024654",729.60049025758,0.128903112548049,0.248305840253312,0.519130409564861,0.603669803583162,0.88832927426265,"Asrgl1","asparaginase like 1",892.810902175779,1021.08941867447,765.605385463926,597.578566799725,674.644659583601,678.015422045403
"ENSMUSG00000024659",259.022138926993,-0.273902916656887,0.226830157793539,-1.2075242521596,0.227230310992789,0.634078057274735,"Anxa1","annexin A1",277,330,218,287.431384021793,242,287
"ENSMUSG00000024660",12.6562301101414,-0.00134213475365144,0.643718557260125,-0.0020849713566811,0.99833643475007,1,"Incenp","inner centromere protein",17.2741167882387,20.2732802698145,15.2103718381113,10.1379338954469,16.8173295120909,16.0296329466796
"ENSMUSG00000024661",29096.0731130652,-0.11966008244351,0.118130966716668,-1.012944241204,0.31108679490155,0.711939825457644,"Fth1","ferritin heavy polypeptide 1",30768.9589661599,34625.3895515979,24086.1650831244,31754.7416924141,26658.2701672846,22815.9940451119
"ENSMUSG00000024663",23.1897770630332,0.35469762340902,0.492523077022138,0.720164475446654,0.471423733607777,0.828156701061372,"Rab3il1","RAB3A interacting protein (rabin3)-like 1",43,41,31,37,10,27
"ENSMUSG00000024664",77.9524242501608,-0.0968917889990629,0.335193966817847,-0.289061852511553,0.772534045304432,0.949302490337787,"Fads3","fatty acid desaturase 3",109.886935354895,94.7648607715995,71.1529918397948,76.7180715329313,72.9401628442522,92.9700289311408
"ENSMUSG00000024665",13245.9074377822,-0.205751478176688,0.226495986268502,-0.908411144790785,0.363661039721187,0.754371951183842,"Fads2","fatty acid desaturase 2",19229.5969697119,19505.6945675218,13468.6423878213,15355.9741893387,24551.9989325827,10379.4659987659
"ENSMUSG00000024666",9.00373105479929,0.391237469423186,0.726315998847744,0.538660128709626,0.590121389996055,0.883791226499142,"Tmem138","transmembrane protein 138",10.5256448009737,13.4022511609648,11.2158405728183,7.80888000585317,0,14.0033960002522
"ENSMUSG00000024667",48.3631450280799,-0.00121051440856654,0.320094821710893,-0.00378173693062698,0.996982617682236,1,"Tmem216","transmembrane protein 216",37.8775294194407,59.3659864839471,28.7796595532367,33.7591312151326,41.6421236560576,28
"ENSMUSG00000024668",89.2629771219575,-0.216445748322163,0.315508962904372,-0.686020917851915,0.492699917778402,0.837433879508999,"Sdhaf2","succinate dehydrogenase complex assembly factor 2",134.0129931575,97.3192373055309,98.9853771271574,127.259678122747,88.6860262360146,106.815184565475
"ENSMUSG00000024669",0.607633421917874,0.0638379285973038,3.45625162312273,0.0184702780810924,0.985263688175134,NA,"Cd5","CD5 antigen",0,0,2,1,1,0
"ENSMUSG00000024670",0.844843576227795,0.640151712345141,3.0729904106571,0.20831555807174,0.834982584524798,NA,"Cd6","CD6 antigen",1,0,0,0,0,0
"ENSMUSG00000024672",1.56501554680398,-0.131774285611664,1.87841144189367,-0.0701519819740978,0.944072692945565,NA,"Ms4a7","membrane-spanning 4-domains, subfamily A, member 7",0,2,2,1.01081788036085,2,1
"ENSMUSG00000024673",0.544719409641727,2.21460965949411,3.96792931898853,0.558127295487875,0.576757462950351,NA,"Ms4a1","membrane-spanning 4-domains, subfamily A, member 1",2,0,1,0,0,0
"ENSMUSG00000024675",0.928600951944502,1.15623217892448,2.4824489765336,0.465762716516734,0.6413853549344,NA,"Ms4a4c","membrane-spanning 4-domains, subfamily A, member 4C",4,0,1,2,0,1
"ENSMUSG00000024677",2.32684389184595,0.785973151966746,1.69130492037695,0.464714045644455,0.642136248592408,NA,"Ms4a6b","membrane-spanning 4-domains, subfamily A, member 6B",1,2,2,1,1,2
"ENSMUSG00000024678",0.80209910678673,2.08146123217932,2.76021437278555,0.754094048890396,0.450792750591222,NA,"Ms4a4d","membrane-spanning 4-domains, subfamily A, member 4D",3,0,0,0,0,0
"ENSMUSG00000024679",1.41549758248402,0.865220957636204,1.59531282845801,0.542351908793026,0.587576102480385,NA,"Ms4a6d","membrane-spanning 4-domains, subfamily A, member 6D",5,2,0,1,2,0
"ENSMUSG00000024683",707.861190496746,0.128356074221818,0.104383526270273,1.22965834560402,0.218825071342406,0.624465729682008,"Mrpl16","mitochondrial ribosomal protein L16",1086.78402612449,1011.66096970605,803.397579218916,834.591810057933,747,638.630312271841
"ENSMUSG00000024687",1815.13336112522,-0.121178208948421,0.125614867456252,-0.964680466590662,0.33470488193094,0.730623579991242,"Osbp","oxysterol binding protein",2904,3223,1956,3000,1956,2328
"ENSMUSG00000024691",16.4914469438843,-0.840261551865506,0.774189828291398,-1.08534305303381,0.277769744228791,0.682443155866022,"Fam111a","family with sequence similarity 111, member A",17,19,11,13,11,15
"ENSMUSG00000024694",1820.20760700925,0.167277251384316,0.270418896566734,0.618585659168368,0.536189351641936,0.857295428403816,"Keg1","kidney expressed gene 1",1787,2135,1118,1228,1826,650
"ENSMUSG00000024695",3118.68872661149,-0.0104057106865729,0.10596344249793,-0.0982009496980635,0.921772728360821,0.98843414277473,"Zfp91","zinc finger protein 91",3736.26318769529,3930.4156783498,2593.99105047614,3424.76690849284,2703,2504.394255583
"ENSMUSG00000024696",4.67907528120491,1.22477307944734,1.52435396282887,0.80347026301846,0.421702977789023,0.796941585556822,"Lpxn","leupaxin",11.999999827278,10,4,0.999999834987547,8,0
"ENSMUSG00000024697",49.7913317612474,1.32902783385736,0.699119124335484,1.90100340213209,0.0573015669972312,0.320559821489753,"Gna14","guanine nucleotide binding protein, alpha 14",119.844350496602,142.340161108207,147.189588081547,17.5948099320439,41.4813133298484,75.1159331416623
"ENSMUSG00000024712",961.184236684398,-0.30877384384725,0.111852904218333,-2.7605348828899,0.00577067950075073,0.0717650953010417,"Rfk","riboflavin kinase",1210,1175,883,1247,1279,874
"ENSMUSG00000024713",325.98181108577,-0.592788885051107,0.223350036967426,-2.65408008478441,0.00795249504256504,0.0889506235104676,"Pcsk5","proprotein convertase subtilisin/kexin type 5",410.565892599503,314.915426826239,218.531165754646,344.5772080709,415.558200481953,424.426847500064
"ENSMUSG00000024725",90.3067632448498,0.212526889384101,0.258242379612189,0.822974485068096,0.410522503141723,0.789497624469017,"Ostf1","osteoclast stimulating factor 1",105.058789260202,136.674276384883,75.9815283875258,77.1184392701205,78.226906686637,78.3950267943338
"ENSMUSG00000024726",364.809503213685,-0.0684276405882873,0.151492080626618,-0.451691205937957,0.651491454386707,0.906317502510619,"Carnmt1","carnosine N-methyltransferase 1",467.254275617098,504.180683861147,345.602541962212,493.579824092393,320.576558305047,341.470441303339
"ENSMUSG00000024727",5.24635326044002,2.49085947239728,5.79272405328298,0.429997950788906,0.667197131843462,0.911284498388889,"Trpm6","transient receptor potential cation channel, subfamily M, member 6",0,0,3,0,0,0
"ENSMUSG00000024732",177.100067172073,-0.0305246121279477,0.205609965037237,-0.148458816781665,0.881980685186259,0.981202666291407,"Ccdc86","coiled-coil domain containing 86",256.47066023447,274.66973489331,192.333869525773,202.559886030248,206.048024288922,202.977503105232
"ENSMUSG00000024735",1782.76506307371,0.240450703496477,0.0964910795540641,2.4919474899413,0.0127044818156102,0.122226824331293,"Prpf19","pre-mRNA processing factor 19",2800.04701109384,2930.94161257245,2199.06754159465,1971.93795225824,1824.54188958181,1786.33332816475
