From,To
Q8VHI6,ENSMUSG00000029636.12
Q8VHK9,ENSMUSG00000027770.6
Q8VHL5,ENSMUSG00000038135.5
Q8VHQ9,ENSMUSG00000034853.17
Q8VHR5,ENSMUSG00000042390.10
Q8VI36,ENSMUSG00000029528.20
Q8VI47,ENSMUSG00000025194.6
Q8VI63,ENSMUSG00000025147.8
Q8VI75,ENSMUSG00000002319.17
Q8VI84,ENSMUSG00000024999.8
Q8VI94,ENSMUSG00000041827.16
Q8VIB3,ENSMUSG00000022747.18
Q8VIJ6,ENSMUSG00000028820.15
Q8VIK2,ENSMUSG00000035559.10
Q8VIM9,ENSMUSG00000041037.9
Q8WTY4,ENSMUSG00000031781.15
Q8WUR0,ENSMUSG00000054676.18
Q91V01,ENSMUSG00000004270.14
Q91V04,ENSMUSG00000025935.11
Q91V08,ENSMUSG00000030157.6
Q91V09,ENSMUSG00000031166.14
Q91V12,ENSMUSG00000028937.15
Q91V16,ENSMUSG00000040370.14
Q91V41,ENSMUSG00000026878.18
Q91V61,ENSMUSG00000025212.18
Q91V64,ENSMUSG00000024601.10
Q91V76,ENSMUSG00000031938.16
Q91V80,ENSMUSG00000047631.5
Q91V81,ENSMUSG00000036733.17
Q91V92,ENSMUSG00000020917.18
Q91VA0,ENSMUSG00000033533.15
Q91VA6,ENSMUSG00000001100.11
Q91VC3,ENSMUSG00000025580.16
Q91VC9,ENSMUSG00000041028.17
Q91VD9,ENSMUSG00000025968.17
Q91VE0,ENSMUSG00000059316.3
Q91VE6,ENSMUSG00000026377.13
Q91VF2,ENSMUSG00000026986.15
Q91VH2,ENSMUSG00000002365.11
Q91VH6,ENSMUSG00000058704.10
Q91VI7,ENSMUSG00000038650.16
Q91VJ4,ENSMUSG00000024006.18
Q91VJ5,ENSMUSG00000031157.11
Q91VK1,ENSMUSG00000020547.6
Q91VL8,ENSMUSG00000033430.11
Q91VM3,ENSMUSG00000039382.13
Q91VM5,ENSMUSG00000037070.11
Q91VM9,ENSMUSG00000028013.17
Q91VN1,ENSMUSG00000051469.15
Q91VN4,ENSMUSG00000030086.17
Q91VN6,ENSMUSG00000021494.10
Q91VR2,ENSMUSG00000025781.15
Q91VR5,ENSMUSG00000037149.11
Q91VR7,ENSMUSG00000027602.10
Q91VS7,ENSMUSG00000008540.12
Q91VS8,ENSMUSG00000034066.14
Q91VT4,ENSMUSG00000031641.15
Q91VU0,ENSMUSG00000029672.17
Q91VU6,ENSMUSG00000022214.16
Q91VU7,ENSMUSG00000057541.15
Q91VV4,ENSMUSG00000027901.13
Q91VW5,ENSMUSG00000038708.11
Q91VX2,ENSMUSG00000028433.15
Q91VX9,ENSMUSG00000029569.10
Q91VY9,ENSMUSG00000052253.7
Q91VZ6,ENSMUSG00000026155.14
Q91W18,ENSMUSG00000022019.17
Q91W36,ENSMUSG00000032376.13
Q91W39,ENSMUSG00000039804.16
Q91W43,ENSMUSG00000024827.11
Q91W50,ENSMUSG00000068823.11
Q91W52,ENSMUSG00000069520.7
Q91W53,ENSMUSG00000015341.18
Q91W59,ENSMUSG00000026970.17
Q91W63,ENSMUSG00000037847.15
Q91W64,ENSMUSG00000060613.11
Q91W67,ENSMUSG00000055720.11
Q91W86,ENSMUSG00000032127.10
Q91W89,ENSMUSG00000032295.16
Q91W90,ENSMUSG00000038991.18
Q91WA3,ENSMUSG00000034245.11
Q91WB4,ENSMUSG00000049969.4
Q91WC0,ENSMUSG00000056770.16
Q91WC3,ENSMUSG00000020333.18
Q91WC9,ENSMUSG00000039206.14
Q91WD5,ENSMUSG00000013593.13
Q91WE2,ENSMUSG00000031774.9
Q91WE6,ENSMUSG00000006191.18
Q91WF7,ENSMUSG00000038417.5
Q91WG0,ENSMUSG00000061825.11
Q91WG1,ENSMUSG00000003721.15
Q91WG4,ENSMUSG00000024271.9
Q91WG5,ENSMUSG00000028944.15
Q91WG8,ENSMUSG00000028479.19
Q91WI7,ENSMUSG00000001518.13
Q91WJ8,ENSMUSG00000028034.16
Q91WK1,ENSMUSG00000051346.10
Q91WK2,ENSMUSG00000022312.12
Q91WK5,ENSMUSG00000034424.6
Q91WL5,ENSMUSG00000066071.7
Q91WL8,ENSMUSG00000004637.16
Q91WM1,ENSMUSG00000026915.17
Q91WM2,ENSMUSG00000058979.8
Q91WM3,ENSMUSG00000041506.16
Q91WM6,ENSMUSG00000035104.15
Q91WN2,ENSMUSG00000055912.9
Q91WN4,ENSMUSG00000039783.16
Q91WP0,ENSMUSG00000028979.18
Q91WQ3,ENSMUSG00000028811.13
Q91WR3,ENSMUSG00000020412.17
Q91WS0,ENSMUSG00000037710.9
Q91WS4,ENSMUSG00000042118.8
Q91WS7,ENSMUSG00000027173.8
Q91WT8,ENSMUSG00000070780.12
Q91WT9,ENSMUSG00000024039.16
Q91WU0,ENSMUSG00000031725.9
Q91WU5,ENSMUSG00000003559.9
Q91WZ8,ENSMUSG00000057531.16
Q91X20,ENSMUSG00000031575.19
Q91X21,ENSMUSG00000044496.7
Q91X34,ENSMUSG00000039653.10
Q91X43,ENSMUSG00000028082.15
Q91X44,ENSMUSG00000059434.10
Q91X51,ENSMUSG00000032513.9
Q91X52,ENSMUSG00000039450.12
Q91X58,ENSMUSG00000026197.13
Q91X72,ENSMUSG00000030895.10
Q91X77,ENSMUSG00000054827.13
Q91X78,ENSMUSG00000025198.17
Q91X83,ENSMUSG00000037798.8
Q91X91,ENSMUSG00000030674.6
Q91X97,ENSMUSG00000051359.16
Q91XA2,ENSMUSG00000021556.13
Q91XA9,ENSMUSG00000062778.13
Q91XB0,ENSMUSG00000049734.10
Q91XB7,ENSMUSG00000024875.6
Q91XC8,ENSMUSG00000039168.16
Q91XC9,ENSMUSG00000027222.15
Q91XD2,ENSMUSG00000024395.10
Q91XD4,ENSMUSG00000001155.14
Q91XD6,ENSMUSG00000031479.10
Q91XD7,ENSMUSG00000030284.14
Q91XD8,ENSMUSG00000032519.12
Q91XE0,ENSMUSG00000063683.13
Q91XE4,ENSMUSG00000024866.11
Q91XE8,ENSMUSG00000040883.19
Q91XE9,ENSMUSG00000035041.9
Q91XF0,ENSMUSG00000018659.13
Q91XL9,ENSMUSG00000044252.19
Q91XT4,ENSMUSG00000026589.15
Q91XU0,ENSMUSG00000021400.9
Q91XU3,ENSMUSG00000025417.9
Q91Y47,ENSMUSG00000031645.5
Q91Y63,ENSMUSG00000018459.16
Q91Y74,ENSMUSG00000032038.8
Q91Y86,ENSMUSG00000021936.15
Q91Y97,ENSMUSG00000028307.10
Q91YD9,ENSMUSG00000029684.15
Q91YE3,ENSMUSG00000031987.7
Q91YE7,ENSMUSG00000032580.13
Q91YH5,ENSMUSG00000024759.15
Q91YI0,ENSMUSG00000025533.16
Q91YJ2,ENSMUSG00000022808.6
Q91YJ3,ENSMUSG00000035443.11
Q91YJ5,ENSMUSG00000020459.15
Q91YK2,ENSMUSG00000058392.14
Q91YL3,ENSMUSG00000089917.8
Q91YM2,ENSMUSG00000058230.14
Q91YM4,ENSMUSG00000000384.16
Q91YP0,ENSMUSG00000020988.10
Q91YP2,ENSMUSG00000021710.12
Q91YP3,ENSMUSG00000030225.12
Q91YQ5,ENSMUSG00000030062.8
Q91YR1,ENSMUSG00000022451.13
Q91YR5,ENSMUSG00000026694.20
Q91YR7,ENSMUSG00000002455.15
Q91YR9,ENSMUSG00000028378.7
Q91YT0,ENSMUSG00000037916.15
Q91YT2,ENSMUSG00000020448.17
Q91YT7,ENSMUSG00000040025.18
Q91YT8,ENSMUSG00000026519.17
Q91YU8,ENSMUSG00000004100.13
Q91YW3,ENSMUSG00000022136.9
Q91YX5,ENSMUSG00000026623.17
Q91YY4,ENSMUSG00000042709.17
Q91Z31,ENSMUSG00000028134.12
Q91Z38,ENSMUSG00000041278.11
Q91Z49,ENSMUSG00000022800.15
Q91Z53,ENSMUSG00000035637.15
Q91Z58,ENSMUSG00000034382.15
Q91Z67,ENSMUSG00000026425.16
Q91Z92,ENSMUSG00000050796.5
Q91Z96,ENSMUSG00000034663.14
Q91ZA3,ENSMUSG00000041650.16
Q91ZH7,ENSMUSG00000002475.17
Q91ZJ5,ENSMUSG00000001891.17
Q91ZM2,ENSMUSG00000030733.11
Q91ZN5,ENSMUSG00000037089.12
Q91ZR1,ENSMUSG00000053291.16
Q91ZS8,ENSMUSG00000020262.16
Q91ZT5,ENSMUSG00000022788.17
Q91ZU6,ENSMUSG00000026131.22
Q91ZW2,ENSMUSG00000046020.14
Q91ZW3,ENSMUSG00000031715.15
Q920A5,ENSMUSG00000000278.11
Q920A7,ENSMUSG00000031967.16
Q920B0,ENSMUSG00000030064.17
Q920E5,ENSMUSG00000059743.13
Q920G8,ENSMUSG00000034248.8
Q920G8,ENSMUSG00000093954.9
Q920I9,ENSMUSG00000040560.11
Q920L1,ENSMUSG00000010663.6
Q920L5,ENSMUSG00000041220.11
Q920N2,ENSMUSG00000040820.17
Q920Q6,ENSMUSG00000069769.14
Q920Q8,ENSMUSG00000023150.15
Q920R0,ENSMUSG00000026024.15
Q921E6,ENSMUSG00000030619.11
Q921F2,ENSMUSG00000041459.16
Q921F4,ENSMUSG00000024095.17
Q921G6,ENSMUSG00000093445.8
Q921G6,ENSMUSG00000029720.10
Q921G7,ENSMUSG00000027809.15
Q921G8,ENSMUSG00000025474.10
Q921H8,ENSMUSG00000036138.17
Q921H9,ENSMUSG00000048351.15
Q921I1,ENSMUSG00000032554.16
Q921I9,ENSMUSG00000034259.9
Q921J2,ENSMUSG00000028945.10
Q921L3,ENSMUSG00000052428.11
Q921L5,ENSMUSG00000031979.18
Q921L7,ENSMUSG00000032579.15
Q921M3,ENSMUSG00000033732.11
Q921M4,ENSMUSG00000002546.18
Q921N6,ENSMUSG00000017999.17
Q921N7,ENSMUSG00000025940.7
Q921S7,ENSMUSG00000028622.12
Q921T2,ENSMUSG00000026466.17
Q921V5,ENSMUSG00000043998.11
Q921W4,ENSMUSG00000058240.15
Q921X6,ENSMUSG00000027427.14
Q921X9,ENSMUSG00000022844.9
Q921Y2,ENSMUSG00000032288.10
Q922B1,ENSMUSG00000036278.8
Q922B2,ENSMUSG00000026356.16
Q922B9,ENSMUSG00000027007.17
Q922D4,ENSMUSG00000024908.16
Q922D8,ENSMUSG00000021048.8
Q922E4,ENSMUSG00000025137.16
Q922E6,ENSMUSG00000025962.16
Q922F4,ENSMUSG00000001473.8
Q922H4,ENSMUSG00000033021.17
Q922H9,ENSMUSG00000031711.8
Q922J3,ENSMUSG00000049550.18
Q922L6,ENSMUSG00000016253.13
Q922M3,ENSMUSG00000001098.16
Q922P9,ENSMUSG00000022536.15
Q922Q1,ENSMUSG00000073481.10
Q922Q5,ENSMUSG00000021432.16
Q922Q8,ENSMUSG00000020869.9
Q922Q9,ENSMUSG00000025512.16
Q922R1,ENSMUSG00000031889.10
Q922U1,ENSMUSG00000015748.14
Q922U2,ENSMUSG00000061527.8
Q922V4,ENSMUSG00000027998.12
Q922X9,ENSMUSG00000060098.12
Q922Y1,ENSMUSG00000071655.13
Q922Z0,ENSMUSG00000063428.9
Q923B0,ENSMUSG00000041625.16
Q923B1,ENSMUSG00000032469.13
Q923B6,ENSMUSG00000012428.10
Q923D2,ENSMUSG00000040466.17
Q923D4,ENSMUSG00000078348.5
Q923D5,ENSMUSG00000030216.13
Q923G2,ENSMUSG00000021018.9
Q923K4,ENSMUSG00000007610.17
Q923Q2,ENSMUSG00000016128.15
Q923S9,ENSMUSG00000030643.15
Q923T9,ENSMUSG00000021820.19
Q923U0,ENSMUSG00000020541.13
Q923X4,ENSMUSG00000018196.19
Q924C1,ENSMUSG00000067150.7
Q924H2,ENSMUSG00000012114.18
Q924H9,ENSMUSG00000009145.7
Q924K8,ENSMUSG00000055817.19
Q924L1,ENSMUSG00000037353.10
Q924M7,ENSMUSG00000032306.15
Q924T2,ENSMUSG00000035772.12
Q924T7,ENSMUSG00000047098.19
Q924X2,ENSMUSG00000078937.9
Q924Y0,ENSMUSG00000041660.9
Q924Z4,ENSMUSG00000015714.12
Q924Z5,ENSMUSG00000041779.6
Q925B0,ENSMUSG00000035873.9
Q925E7,ENSMUSG00000041769.14
Q925I1,ENSMUSG00000029036.19
Q925J9,ENSMUSG00000018160.16
Q925N0,ENSMUSG00000033720.13
Q925N2,ENSMUSG00000025036.8
Q925Q3,ENSMUSG00000032754.15
Q925U4,ENSMUSG00000030104.10
Q93092,ENSMUSG00000025503.6
Q99020,ENSMUSG00000020358.18
Q99J08,ENSMUSG00000003585.14
Q99J09,ENSMUSG00000000561.15
Q99J10,ENSMUSG00000038888.9
Q99J21,ENSMUSG00000004567.17
Q99J23,ENSMUSG00000017747.14
Q99J27,ENSMUSG00000027822.17
Q99J36,ENSMUSG00000030942.9
Q99J39,ENSMUSG00000074064.7
Q99J45,ENSMUSG00000029148.16
Q99J47,ENSMUSG00000042569.14
Q99J56,ENSMUSG00000022365.7
Q99J62,ENSMUSG00000022881.16
Q99J77,ENSMUSG00000028334.11
Q99J83,ENSMUSG00000038160.8
Q99J87,ENSMUSG00000017830.16
Q99J93,ENSMUSG00000060591.10
Q99J94,ENSMUSG00000079262.4
Q99J95,ENSMUSG00000009555.17
Q99J99,ENSMUSG00000071711.13
Q99JB2,ENSMUSG00000028455.16
Q99JB8,ENSMUSG00000027257.14
Q99JF5,ENSMUSG00000006517.6
Q99JF8,ENSMUSG00000028484.17
Q99JH1,ENSMUSG00000036114.4
Q99JH8,ENSMUSG00000002778.15
Q99JI4,ENSMUSG00000021737.5
Q99JI6,ENSMUSG00000052681.9
Q99JN2,ENSMUSG00000022750.19
Q99JR1,ENSMUSG00000021474.10
Q99JR5,ENSMUSG00000028776.15
Q99JR6,ENSMUSG00000032456.14
Q99JR8,ENSMUSG00000078619.11
Q99JT1,ENSMUSG00000028085.13
Q99JT6,ENSMUSG00000019437.18
Q99JT9,ENSMUSG00000020629.13
Q99JW1,ENSMUSG00000003346.15
Q99JX3,ENSMUSG00000014959.13
Q99JX4,ENSMUSG00000027170.13
Q99JX7,ENSMUSG00000010097.16
Q99JY0,ENSMUSG00000059447.14
Q99JY4,ENSMUSG00000015363.14
Q99JY8,ENSMUSG00000028517.9
Q99JY9,ENSMUSG00000026341.17
Q99JZ7,ENSMUSG00000028967.11
Q99K01,ENSMUSG00000022680.15
Q99K23,ENSMUSG00000031634.14
Q99K28,ENSMUSG00000027255.15
Q99K30,ENSMUSG00000025504.15
Q99K48,ENSMUSG00000031311.18
Q99K51,ENSMUSG00000016382.16
Q99K67,ENSMUSG00000029695.14
Q99K70,ENSMUSG00000028646.17
Q99K74,ENSMUSG00000017210.15
Q99K95,ENSMUSG00000027502.12
Q99KC8,ENSMUSG00000023186.15
Q99KD5,ENSMUSG00000030533.17
Q99KF1,ENSMUSG00000058569.9
Q99KG3,ENSMUSG00000031060.17
Q99KG5,ENSMUSG00000001247.17
Q99KH8,ENSMUSG00000063410.9
Q99KI0,ENSMUSG00000022477.14
Q99KI3,ENSMUSG00000030286.7
Q99KJ8,ENSMUSG00000025410.11
Q99KK1,ENSMUSG00000019873.9
Q99KK7,ENSMUSG00000063904.5
Q99KK9,ENSMUSG00000019143.16
Q99KN2,ENSMUSG00000003662.11
Q99KP3,ENSMUSG00000021947.12
Q99KP6,ENSMUSG00000024735.14
Q99KQ4,ENSMUSG00000020572.9
Q99KR3,ENSMUSG00000025937.7
Q99KR7,ENSMUSG00000021868.8
Q99KS6,ENSMUSG00000020910.17
Q99KU0,ENSMUSG00000018171.10
Q99KU6,ENSMUSG00000052712.18
Q99KV1,ENSMUSG00000004460.18
Q99KW3,ENSMUSG00000033088.20
Q99KW9,ENSMUSG00000031703.9
Q99KX1,ENSMUSG00000030120.15
Q99L04,ENSMUSG00000002332.17
Q99L13,ENSMUSG00000029776.12
Q99L20,ENSMUSG00000001665.12
Q99L27,ENSMUSG00000002326.7
Q99L28,ENSMUSG00000032215.16
Q99L43,ENSMUSG00000058793.15
Q99L45,ENSMUSG00000074656.14
Q99L47,ENSMUSG00000022403.16
Q99L48,ENSMUSG00000027787.15
Q99L88,ENSMUSG00000060429.13
Q99LB2,ENSMUSG00000022210.8
Q99LB6,ENSMUSG00000042032.14
Q99LB7,ENSMUSG00000009614.17
Q99LC2,ENSMUSG00000027498.15
Q99LC3,ENSMUSG00000026260.13
Q99LC5,ENSMUSG00000032314.15
Q99LC8,ENSMUSG00000029388.15
Q99LC9,ENSMUSG00000002763.17
Q99LD9,ENSMUSG00000004788.12
Q99LE6,ENSMUSG00000028953.11
Q99LF4,ENSMUSG00000001783.4
Q99LG0,ENSMUSG00000025616.15
Q99LG2,ENSMUSG00000031691.15
Q99LH1,ENSMUSG00000028869.14
Q99LH2,ENSMUSG00000021518.5
Q99LI2,ENSMUSG00000027884.17
Q99LI5,ENSMUSG00000041483.15
Q99LI7,ENSMUSG00000027176.9
Q99LI8,ENSMUSG00000025793.18
Q99LI9,ENSMUSG00000027079.16
Q99LJ6,ENSMUSG00000028597.12
Q99LJ7,ENSMUSG00000022106.15
Q99LL5,ENSMUSG00000001785.14
Q99LM2,ENSMUSG00000018669.15
Q99LP6,ENSMUSG00000029198.4
Q99LR1,ENSMUSG00000032046.16
Q99LS3,ENSMUSG00000029446.15
Q99LT0,ENSMUSG00000024067.15
Q99LU0,ENSMUSG00000109901.3
Q99LX0,ENSMUSG00000028964.15
Q99LX5,ENSMUSG00000020441.7
Q99LY9,ENSMUSG00000028648.14
Q99M01,ENSMUSG00000021420.14
Q99M04,ENSMUSG00000029199.12
Q99M07,ENSMUSG00000026112.8
Q99M15,ENSMUSG00000025429.10
Q99M28,ENSMUSG00000034681.18
Q99M31,ENSMUSG00000109865.2
Q99M51,ENSMUSG00000032475.16
Q99M71,ENSMUSG00000002808.8
Q99M87,ENSMUSG00000004069.18
Q99MB2,ENSMUSG00000027601.14
Q99MD9,ENSMUSG00000028693.16
Q99ME2,ENSMUSG00000066357.7
Q99ME9,ENSMUSG00000021149.9
Q99MI1,ENSMUSG00000030172.16
Q99MJ9,ENSMUSG00000020076.8
Q99MN1,ENSMUSG00000031948.15
Q99MN9,ENSMUSG00000032527.14
Q99MP8,ENSMUSG00000029458.15
Q99MR1,ENSMUSG00000029714.12
Q99MR6,ENSMUSG00000037364.14
Q99MR8,ENSMUSG00000027709.10
Q99MS3,ENSMUSG00000022679.14
Q99MZ3,ENSMUSG00000005373.14
Q99MZ7,ENSMUSG00000026189.14
Q99N16,ENSMUSG00000003484.5
Q99N32,ENSMUSG00000029195.11
Q99N42,ENSMUSG00000022615.8
Q99N57,ENSMUSG00000000441.18
Q99N84,ENSMUSG00000024436.17
Q99N87,ENSMUSG00000027374.13
Q99N91,ENSMUSG00000034880.8
Q99N92,ENSMUSG00000024414.14
Q99N93,ENSMUSG00000024683.7
Q99N94,ENSMUSG00000028140.14
Q99N95,ENSMUSG00000032563.17
Q99N96,ENSMUSG00000029486.15
Q99NB8,ENSMUSG00000008604.12
Q99NF1,ENSMUSG00000032066.10
Q99NH0,ENSMUSG00000055204.17
Q99NH2,ENSMUSG00000025812.19
Q99P30,ENSMUSG00000031767.14
Q99P31,ENSMUSG00000063802.6
Q99P72,ENSMUSG00000020458.17
Q99P88,ENSMUSG00000022142.9
Q99PE8,ENSMUSG00000040505.14
Q99PG0,ENSMUSG00000027761.5
Q99PG2,ENSMUSG00000049401.11
Q99PI5,ENSMUSG00000024052.18
Q99PL5,ENSMUSG00000027422.16
Q99PL6,ENSMUSG00000019578.12
Q99PN3,ENSMUSG00000024457.18
Q99PQ1,ENSMUSG00000066258.14
Q99PT1,ENSMUSG00000025132.14
Q99PU8,ENSMUSG00000032480.18
Q99PV0,ENSMUSG00000020850.15
Q9BCZ4,ENSMUSG00000075701.11
Q9CPP0,ENSMUSG00000056209.8
Q9CPP6,ENSMUSG00000023089.13
Q9CPQ1,ENSMUSG00000014313.16
Q9CPQ3,ENSMUSG00000022427.5
Q9CPQ8,ENSMUSG00000038717.10
Q9CPR4,ENSMUSG00000062328.9
Q9CPR5,ENSMUSG00000033845.14
Q9CPS6,ENSMUSG00000019791.13
Q9CPS7,ENSMUSG00000020116.8
Q9CPT3,ENSMUSG00000053916.5
Q9CPT4,ENSMUSG00000019579.14
Q9CPT5,ENSMUSG00000025869.12
Q9CPU0,ENSMUSG00000024026.14
Q9CPU2,ENSMUSG00000002416.14
Q9CPU4,ENSMUSG00000026688.6
Q9CPV3,ENSMUSG00000062981.6
Q9CPV4,ENSMUSG00000017286.16
Q9CPV7,ENSMUSG00000024982.11
Q9CPW2,ENSMUSG00000079677.3
Q9CPW3,ENSMUSG00000034932.5
Q9CPW4,ENSMUSG00000008475.14
Q9CPW5,ENSMUSG00000041355.14
Q9CPW9,ENSMUSG00000041921.17
Q9CPX6,ENSMUSG00000022663.4
Q9CPX7,ENSMUSG00000049960.5
Q9CPX8,ENSMUSG00000020163.13
Q9CPY0,ENSMUSG00000029557.8
Q9CPY1,ENSMUSG00000030335.7
Q9CPY7,ENSMUSG00000039682.13
Q9CPZ8,ENSMUSG00000039163.11
Q9CQ00,ENSMUSG00000028398.9
Q9CQ02,ENSMUSG00000032299.11
Q9CQ04,ENSMUSG00000023707.14
Q9CQ06,ENSMUSG00000019710.14
Q9CQ10,ENSMUSG00000053119.12
Q9CQ18,ENSMUSG00000024925.12
Q9CQ20,ENSMUSG00000008035.13
Q9CQ22,ENSMUSG00000030842.13
Q9CQ26,ENSMUSG00000006906.11
Q9CQ33,ENSMUSG00000022761.13
Q9CQ40,ENSMUSG00000007338.11
Q9CQ48,ENSMUSG00000020328.11
Q9CQ49,ENSMUSG00000022774.14
Q9CQ54,ENSMUSG00000030647.9
Q9CQ56,ENSMUSG00000002395.15
Q9CQ60,ENSMUSG00000031807.11
Q9CQ62,ENSMUSG00000028223.9
Q9CQ65,ENSMUSG00000062937.8
Q9CQ69,ENSMUSG00000044894.15
Q9CQ71,ENSMUSG00000012483.5
Q9CQ75,ENSMUSG00000014294.5
Q9CQ79,ENSMUSG00000058407.13
Q9CQ80,ENSMUSG00000078656.12
Q9CQ85,ENSMUSG00000020843.16
Q9CQ88,ENSMUSG00000006736.10
Q9CQ89,ENSMUSG00000024194.17
Q9CQ92,ENSMUSG00000019054.14
Q9CQA3,ENSMUSG00000009863.15
Q9CQA6,ENSMUSG00000063787.5
Q9CQA9,ENSMUSG00000031851.15
Q9CQB2,ENSMUSG00000025732.7
Q9CQB5,ENSMUSG00000028165.10
Q9CQC6,ENSMUSG00000051223.15
Q9CQC7,ENSMUSG00000022820.5
Q9CQC8,ENSMUSG00000032388.8
Q9CQC9,ENSMUSG00000020386.6
Q9CQD1,ENSMUSG00000017831.9
Q9CQE1,ENSMUSG00000015247.11
Q9CQE2,ENSMUSG00000117924.2
Q9CQE3,ENSMUSG00000034211.15
Q9CQE7,ENSMUSG00000005881.14
Q9CQE8,ENSMUSG00000021807.7
Q9CQF0,ENSMUSG00000024902.6
Q9CQF3,ENSMUSG00000031754.11
Q9CQF4,ENSMUSG00000019797.12
Q9CQF6,ENSMUSG00000025894.12
Q9CQF8,ENSMUSG00000021967.5
Q9CQF9,ENSMUSG00000029998.15
Q9CQG1,ENSMUSG00000020309.7
Q9CQG6,ENSMUSG00000006315.10
Q9CQH3,ENSMUSG00000027673.13
Q9CQH7,ENSMUSG00000028568.17
Q9CQH7,ENSMUSG00000114133.2
Q9CQH8,ENSMUSG00000023156.5
Q9CQI3,ENSMUSG00000062014.15
Q9CQI6,ENSMUSG00000031827.15
Q9CQI7,ENSMUSG00000008333.13
Q9CQJ1,ENSMUSG00000025868.7
Q9CQJ4,ENSMUSG00000026484.14
Q9CQJ6,ENSMUSG00000023106.16
Q9CQJ8,ENSMUSG00000022354.5
Q9CQK7,ENSMUSG00000019782.11
Q9CQL4,ENSMUSG00000029066.13
Q9CQL5,ENSMUSG00000057388.10
Q9CQL6,ENSMUSG00000052962.4
Q9CQM2,ENSMUSG00000079111.4
Q9CQM5,ENSMUSG00000020803.4
Q9CQM9,ENSMUSG00000031068.9
Q9CQN1,ENSMUSG00000005981.12
Q9CQN6,ENSMUSG00000021361.8
Q9CQN7,ENSMUSG00000036850.5
Q9CQP0,ENSMUSG00000106918.4
Q9CQP2,ENSMUSG00000079317.11
Q9CQP3,ENSMUSG00000037938.5
Q9CQQ0,ENSMUSG00000028295.15
Q9CQQ4,ENSMUSG00000060121.16
Q9CQQ7,ENSMUSG00000000563.18
Q9CQR2,ENSMUSG00000039001.13
Q9CQR4,ENSMUSG00000006717.8
Q9CQR6,ENSMUSG00000026753.6
Q9CQS2,ENSMUSG00000027133.4
Q9CQS4,ENSMUSG00000024259.10
Q9CQS5,ENSMUSG00000116564.2
Q9CQS8,ENSMUSG00000053317.12
Q9CQT1,ENSMUSG00000004996.10
Q9CQT2,ENSMUSG00000042396.11
Q9CQT9,ENSMUSG00000027637.4
Q9CQU0,ENSMUSG00000028567.9
Q9CQU3,ENSMUSG00000029048.4
Q9CQU8,ENSMUSG00000042670.6
Q9CQV1,ENSMUSG00000014301.14
Q9CQV1,ENSMUSG00000045886.8
Q9CQV4,ENSMUSG00000017802.15
Q9CQV5,ENSMUSG00000020477.11
Q9CQV6,ENSMUSG00000031812.17
Q9CQV7,ENSMUSG00000027679.14
Q9CQV8,ENSMUSG00000018326.10
Q9CQW0,ENSMUSG00000047260.5
Q9CQW1,ENSMUSG00000002741.10
Q9CQW2,ENSMUSG00000030105.9
Q9CQW3,ENSMUSG00000031445.6
Q9CQW9,ENSMUSG00000025492.7
Q9CQX2,ENSMUSG00000031924.5
Q9CQX8,ENSMUSG00000061474.12
Q9CQY1,ENSMUSG00000032905.6
Q9CQY5,ENSMUSG00000031232.18
Q9CQY6,ENSMUSG00000024208.17
Q9CQZ5,ENSMUSG00000022450.7
Q9CQZ6,ENSMUSG00000026032.9
Q9CR00,ENSMUSG00000029440.16
Q9CR09,ENSMUSG00000062963.11
Q9CR11,ENSMUSG00000020171.9
Q9CR13,ENSMUSG00000019689.5
Q9CR16,ENSMUSG00000027804.14
Q9CR20,ENSMUSG00000090000.3
Q9CR21,ENSMUSG00000030869.12
Q9CR24,ENSMUSG00000110949.2
Q9CR24,ENSMUSG00000024869.11
Q9CR25,ENSMUSG00000028540.7
Q9CR26,ENSMUSG00000019868.17
Q9CR29,ENSMUSG00000020925.18
Q9CR47,ENSMUSG00000060739.9
Q9CR50,ENSMUSG00000029397.16
Q9CR51,ENSMUSG00000039105.7
Q9CR56,ENSMUSG00000017837.13
Q9CR57,ENSMUSG00000025794.10
Q9CR58,ENSMUSG00000022003.8
Q9CR59,ENSMUSG00000033751.6
Q9CR60,ENSMUSG00000030245.11
Q9CR61,ENSMUSG00000033938.6
Q9CR62,ENSMUSG00000014606.15
Q9CR63,ENSMUSG00000091803.8
Q9CR64,ENSMUSG00000012422.15
Q9CR67,ENSMUSG00000037720.17
Q9CR68,ENSMUSG00000038462.4
Q9CR86,ENSMUSG00000008393.10
Q9CR88,ENSMUSG00000058267.14
Q9CR89,ENSMUSG00000030304.12
Q9CR95,ENSMUSG00000030327.9
Q9CR96,ENSMUSG00000014856.13
Q9CR98,ENSMUSG00000057497.9
Q9CRA4,ENSMUSG00000031604.11
Q9CRA5,ENSMUSG00000022200.9
Q9CRA7,ENSMUSG00000054894.7
Q9CRA8,ENSMUSG00000061286.8
Q9CRB2,ENSMUSG00000001056.4
Q9CRB3,ENSMUSG00000025481.13
Q9CRB8,ENSMUSG00000004748.6
Q9CRB9,ENSMUSG00000053768.14
Q9CRC0,ENSMUSG00000096145.3
Q9CRC3,ENSMUSG00000025102.15
Q9CRD0,ENSMUSG00000029152.14
Q9CRD2,ENSMUSG00000022337.8
Q9CRT8,ENSMUSG00000034667.9
Q9CS00,ENSMUSG00000034889.9
